book_id,title,language,place_of_publication,published_year,edition,price,class_number,source,notes,author_id,publisher_id
B00115,တက္ကသိုလ်များ ဗဟိုချုပ်ကိုင်မှု လျော့ချရေးနှင့် တခြား တက္ကသိုလ်ရေးရာ၊ ကျောင်းသားသမဂ္ဂရေးရာ ဆောင်းပါးများ,Burmese,ရန်ကုန်,၂၀၁၆,,၃၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0085,P0063
B00116,မှ/ သို့,Burmese,ရန်ကုန်,၂၀၁၅,,၂၀၀၀,၈၉၅.၈၆,လက်ဆောင်,,A0086,P0006
B00117,ဘဝစာမျက်နှာများ,Burmese,ရန်ကုန်,၂၀၁၁,,၁၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0076,P0016
B00118,ခရီးဆောင်မြန်မာအဘိဓာန်,Burmese,နေပြည်တော်,၂၀၁၃,,,၄၉၅.၈၃,ဝယ်ယူ,,A0087,P0064
B00119,မောင်ကျော်ဇောဟု ခေါ်သည်,Burmese,ရန်ကုန်,၂၀၁၆,,၂၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0088,P0065
B00120,တောင်အာရှပြတင်းပေါက်များ,Burmese,ရန်ကုန်,၁၉၉၉,,၂၅၀,၈၀၈.၈၃,ဝယ်ယူ,,A0021,P0021
B00121,လမ်းတိုင်းကို ‌ရွှေခင်းထားတယ်,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၃၀၀၀,၉၂၃.၃,လက်ဆောင်,,A0077,P0016
B00122,ကျွန်တော့်ရဲ့ ချေ နှင့် ရသစာစုများ,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,၂၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0089,P0066
B00123,၈၈၈၈ သွေးမော်ကွန်း,Burmese,ရန်ကုန်,၂၀၁၇,၂ ကြိမ်,၅၀၀၀,၃၂၄.၅၉၁,ဝယ်ယူ,,A0005,P0001
B00124,ဒစ်ဂျစ်တယ်ပိုက်ဆံ၊ စိမ်းလန်းနည်းပညာနှင့် ပါဝါအသစ်,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၅၀၀၀,၈၉၅.၈၄,လက်ဆောင်,,A0090,P0007
B00125,သစ်ကုလားအုတ်အက်ဆေးများ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၂၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0091,P0007
B00126,ဆွန်းနက်များ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၂၅၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0092,P0007
B00127,ငြိမ်းချမ်းရေးနှင့် ဒီမိုကရေစီ အသွင်ကူးပြောင်းရေး အတွက် ရှမ်းပြည်နယ်လူထု၏အသံ,Burmese,ရန်ကုန်,၂၀၁၆,၂ ကြိမ်,,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0093,P0067
B00128,မြန်မာနိုင်ငံပြဌာန်းဥပဒေများအညွှန်း (၂၀၂၅) ခုနှစ်အထိ,Burmese,ရန်ကုန်,၂၀၀၇,၁ ကြိမ်,၂၅၀၀,၃၄၉.၅၉၁,ဝယ်ယူ,,A0094,P0068
B00129,မြန်မာ့စစ်မှတ်တမ်းများနှင့် သေနင်္ဂဗျူဟာများ,Burmese,ရန်ကုန်,၂၀၀၉,၂ ကြိမ်,၆၀၀၀,၃၅၅.,လက်ဆောင်,,A0095,P0069
B00130,အစိုးရသက်တမ်းဝက် ဆောင်ရွက်ချက်များအပေါ် နိုင်ငံသားများ၏သဘောထားအမြင်,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0096,P0070
B00131,အိမ်ရှင်ဖြစ်ခွင့်မရှိသည့် ဧည့်သည်များ,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,၃၀၅.၄၂,ဝယ်ယူ,,A0097,P0071
B00132,ဦးနု,Burmese,ရန်ကုန်,၂၀၁၄,၂ ကြိမ်,၄၀၀၀,၉၂၃.၃,ဝယ်ယူ,,A0098,P0072
B00133,ပင်လုံစစ်တမ်း,Burmese,ရန်ကုန်,၂၀၁၃,၂ ကြိမ်,၅၀၀၀,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0099,P0073
B00134,သမိုင်းနှင့် လမ်းလျှောက်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,၃၂၀၀,၈၀၈.၈၄,ဝယ်ယူ,,A0100,P0012
B00135,ပြည်သူ့ခွင်ဖြစ်ရှိလာခြင်း,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,၃၀၃.၃၄,ဝယ်ယူ,,A0005,P0074
B00136,မော်တော်ကားတစ်စင်း၏ အတ္ထုပ္ပတ္တိ,Burmese,ရန်ကုန်,၂၀၁၆,၃ ကြိမ်,၄၀၀၀,၈၉၁.၇၃,ဝယ်ယူ,,A0101,P0007
B00137,တပ်မတော် (ကြည်း/ ‌ရေ/ လေ) စစ်ရေးပြ လေ့ကျင့်ရေးစာစောင်,Burmese,ရန်ကုန်,၁၉၇၅,၁ ကြိမ်,,၃၅၅.၅,ဝယ်ယူ,,A0102,P0075
B00138,ရေအဆုံး ကုန်းတစ်ဝက်,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,၆၅၀၀,၃၅၉.,ဝယ်ယူ,,A0103,P0016
B00139,မြန်မာနိုင်ငံအတွင်းသို့ တရားမဝင်ထိုးဖောက်ဝင်ရောက်လာသော ဘင်္ဂါလီရိုဟင်ဂျာတို့၏ သမိုင်းနှင့် ရပ်တည်မှုကို ဝေဖန်သုံးသပ်ချက်,Burmese,နယူးယောက်,၂၀၀၅,၁ ကြိမ်,,၉၅၉.၁,ဝယ်ယူ,,A0104,P0076
B00140,နိုင်ငံတည်မော်ကွန်းများ,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,၈၀၀၀,၃၄၂.၅၉၁,ဝယ်ယူ,,A0105,P0077
B00141,ဒီမိုကရေစီမျက်နှာဖုံးကွာကျသွားသော သမ္မတဦးသိန်းစိန်၏ အာဏာရှင်ဇာတိရုပ်,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,၃၀၀၀,၉၂၃.၁,ဝယ်ယူ,,A0009,P0078
B00142,မြန်မာ့နိုင်ငံရေးစနစ်ပြောင်းကာလ (၁၉၆၂- ၁၉၇၄) ပထမတွဲ,Burmese,ရန်ကုန်,၁၉၉၃,၁ ကြိမ်,,၉၅၉.၁၀၅၂,ဝယ်ယူ,,A0106,P0079
B00143,ဒို့တာဝန်အရေးသုံးပါး,Burmese,ရန်ကုန်,၁၉၉၄,၁ ကြိမ်,,၈၉၅.၈၄,ဝယ်ယူ,,A0107,P0080
B00144,နိုင်ငံရေးပါတီအသီးသီး၏ ဟောပြောချက်များ ( ပထမတွဲ),Burmese,ရန်ကုန်,၁၉၉၁,၂ ကြိမ်,,၃၂၄.၂,ဝယ်ယူ,ရည်ညွှန်း,,P0080
B00145,နိုင်ငံရေးပါတီအသီးသီး၏ ဟောပြောချက်များ ( ဒုတိယတွဲ),Burmese,ရန်ကုန်,၁၉၉၁,၂ ကြိမ်,,၃၂၄.၂,ဝယ်ယူ,ရည်ညွှန်း,,P0080
B00146,ငွေရတုသဘင်အထိမ်းအမှတ် ပုံနှိပ်ပြီးစာတမ်းစု,Burmese,ရန်ကုန်,၁၉၈၂,၁ ကြိမ်,၁၅,၉၀၇.၂၀၅၉၁,ဝယ်ယူ,,A0108,P0081
B00147,ကံ့ကော်တောမှ ‌ဒေါင်းပျိုခွပ်သံ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၁၅၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0109,P0019
B00148,ခေတ်လူငယ်များ စဥ်းစားထိုက်သည့် အချက်အလက်များ,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၂၀၀၀,၂၉၄.၃၀၁၉,ဝယ်ယူ,,A0110,P0016
B00149,လူဖြစ်ရကျိုးနပ်ပါစေနှင့် အခြားအတွေးအမြင်ဆောင်းပါးများ,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၁၃၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0110,P0016
B00150,တစ်ကျွန်းပြန်မဂ္ဂဇင်းစုံထောက်ဝတ္ထုရှည်များ,Burmese,ရန်ကုန်,၂၀၁၉,၂ ကြိမ်,၁၃၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0110,P0016
B00151,ကျွန်ုပ်၏တစ်သက်တာအတွက်ရည်မှန်းချက်ကြီးနှစ်ခုနှင့် ရွှေဥဒေါင်းဆွေးနွေးခန်းများ,Burmese,ရန်ကုန်,၂၀၂၀,၂ ကြိမ်,၂၇၀၀,၄၉၅.၈၀၁,ဝယ်ယူ,,A0110,P0016
B00152,အာဟာရနှင့် ကျန်းမာရေး(ကာကွယ်နည်းနှင့် ကုသနည်း),Burmese,ရန်ကုန်,၂၀၁၆,၄ ကြိမ်,၃၅၀၀,၆၁၃.၂,ဝယ်ယူ,,A0110,P0012
B00153,အကြံဥာဏ်ဖြင့် ကြီးပွားရေး,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၃၅၀၀,၁၅၈.၁,ဝယ်ယူ,,A0110,P0012
B00154,ရတနာပုံဝတ္ထု,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၆၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0110,P0082
B00155,ပထမံဆရာသိန်း,Burmese,ရန်ကုန်,၂၀၁၆,၃ ကြိမ်,၂၇၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0110,P0012
B00156,လက်ထက်တော်ကြီး,Burmese,ရန်ကုန်,၂၀၁၅,၂ ကြိမ်,၄၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0110,P0012
B00157,စုံထောက်ဦးစံရှား တဂူကူးကူးနှင့် အခြားဝတ္ထုတိုများ,Burmese,ရန်ကုန်,၂၀၂၀,၃ ကြိမ်,၂၅၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0110,P0016
B00158,ကျွန်ုပ်တွေ့သော စိတ်သဘာဝ,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၈၀၀၀,၁၅၀.၁၉၅,ဝယ်ယူ,,A0110,P0016
B00159,လွမ်းအောင်ဖန်,Burmese,ရန်ကုန်,၂၀၁၈,၅ ကြိမ်,၁၇၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0110,P0082
B00160,သမိုင်းပါမောက္ခ တွိုင်ဘီနှင့် ငြင်းခုံခြင်း,Burmese,ရန်ကုန်,၂၀၂၄,၃ ကြိမ်,၈၀၀၀,၈၂၄.,ဝယ်ယူ,,A0047,P0007
B00161,ဝတ္ထုတိုများ,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၉၀၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0111,P0016
B00162,အောင်ဗလ၊ ဖိုးစိန်၊ စိန်ကတုံး,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၂၅၀၀၀,၉၂၇.၉၂,ဝယ်ယူ,,A0021,P0021
B00163,အရှေ့လေတိုက်သောအခါ,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၄၅၀၀,၉၁၄.၈၅,ဝယ်ယူ,,A0047,P0049
B00164,စုံထောက်ဦးစံရှား စိန်ဝေလျှံပျောက်ဆုံးမှုနှင့် အခြားဝတ္ထုများ,Burmese,ရန်ကုန်,၂၀၂၃,၂ ကြိမ်,၅၅၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0110,P0016
B00165,မေတ္တာမဏ္ဍိုင်,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၃၅၀၀,၈၁၃.,ဝယ်ယူ,,A0069,P0016
B00166,ဝင်းဖေ၏ ဝတ္ထုတိုများ(၂),Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၆၅၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0016,P0016
B00167,ကရင်ပုံပြင်များ တတိယတွဲ,Burmese,ရန်ကုန်,၂၀၁၈,၂ ကြိမ်,၂၃၀၀,၃၉၈.၂၀၈၉,ဝယ်ယူ,,A0112,P0021
B00168,သမီးအပျိုစင်သို့၊ သမီးအပျိုစင်အတွက် ဘဝနီတိပန်းမာလာ,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၆၀၀၀,၁၇၀.,ဝယ်ယူ,,A0113,P0016
B00169,အရှည်ကြည့်ဝါဒ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၈၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0110,P0016
B00170,လောကုတ္တရာ ခက်ဆစ်ခက်ရာများ,Burmese,ရန်ကုန်,၂၀၁၄,၂ ကြိမ်,၇၀၀၀,၂၉၄.၃၀၇,ဝယ်ယူ,,A0110,P0083
B00171,ခိုးစားတဲ့ သစ်သီး,Burmese,ရန်ကုန်,၂၀၂၄,၃ ကြိမ်,၈၅၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0114,P0016
B00172,ဆရာမြသန်းတင့်နှင့် နိုင်ငံတကာစာပေရှုခင်း,Burmese,ရန်ကုန်,၂၀၁၈,၂ ကြိမ်,၇၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0047,P0049
B00173,မင်းတုန်းမင်းနှင့် သမိုင်းအမွေ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၆၀၀၀,၉၂၃.၁,ဝယ်ယူ,,A0115,P0084
B00174,၉၆ အရေးအခင်းဒိုင်ယာရီ,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,၁၅၀၀,၉၂၀.၅,ဝယ်ယူ,,A0116,P0005
B00175,ဗုဒ္ဓဘာသာ၏ ရှုထောင့်များ,Burmese,ရန်ကုန်,၂၀၀၉,၁ ကြိမ်,,၂၉၄.၃၀၇,ဝယ်ယူ,,A0110,P0016
B00176,ရိုးရာမှသည် ခေတ်သစ်သို့,Burmese,ရန်ကုန်,၂၀၂၃,၄ ကြိမ်,၇၀၀၀,၇၅၉.,ဝယ်ယူ,,A0117,P0031
B00177,မြိုင်,Burmese,ရန်ကုန်,၂၀၁၄,၂ ကြိမ်,၁၈၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00178,ဖျတ်ခနဲတွေ့ရသော ရုပ်ပုံလွှာကားချပ်များ,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၆၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0118,P0049
B00179,သိပ္ပံမောင်ဝရာပြည့်စာတမ်းများ,Burmese,ရန်ကုန်,၂၀၀၁,၁ ကြိမ်,၆၀၀၀,၉၂၈.,ဝယ်ယူ,,A0005,P0085
B00180,တောမှော်ရုံလမ်း,Burmese,ရန်ကုန်,၂၀၂၄,၄ ကြိမ်,၁၅၀၀၀,၈၀၈.၈၁,ဝယ်ယူ,,A0114,P0016
B00181,ထင်းရှူးပင်ရိပ်,Burmese,ရန်ကုန်,၂၀၁၈,၅ ကြိမ်,၁၁၀၀၀,၈၀၈.၈၁,ဝယ်ယူ,,A0114,P0016
B00182,ကရင်ပုံပြင်များ ပထမတွဲ,Burmese,ရန်ကုန်,၂၀၂၂,၄ ကြိမ်,၄၀၀၀,၃၉၈.၂၀၈၉,ဝယ်ယူ,,A0112,P0021
B00183,ကတူးလူမျိုး( သုတေသနစာစုနှင့် မှတ်တမ်းများ),Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၈၅၀၀,၃၀၅.၈၉၅၈,ဝယ်ယူ,,A0119,P0086
B00184,မြန်မာ့နိုင်ငံရေး ပြုပြင်ပြောင်းလဲမှုနှင့် လက်လွတ်ဆုံးရှုံးခဲ့ရသော အခွင့်အလမ်းများ(၂၀၁၀- ၂၀၁၆),Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,,၃၂၂.၅၉၁,ဝယ်ယူ,,A0064,P0051
B00185,ဝင်းဖေ၏ ဝတ္ထုတိုများ,Burmese,ရန်ကုန်,၂၀၁၂,၂ ကြိမ်,၇၀၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0016,P0016
B00186,ဓမ္မတာနှင့် သဘာဝဓမ္မ,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၂၂၀၀,၁၅၃.၄,ဝယ်ယူ,,A0110,P0016
